0 | Metaphone.java | String metaphone(String txt) | 82
559 | Metaphone.java | String metaphone(String txt) | 141
560 | Metaphone.java | String metaphone(String txt) | 141
561 | Metaphone.java | String metaphone(String txt) | 141
562 | Metaphone.java | String metaphone(String txt) | 141
563 | Metaphone.java | String metaphone(String txt) | 141
564 | Metaphone.java | String metaphone(String txt) | 143
565 | Metaphone.java | String metaphone(String txt) | 143
566 | Metaphone.java | String metaphone(String txt) | 143
567 | Metaphone.java | String metaphone(String txt) | 143
568 | Metaphone.java | String metaphone(String txt) | 143
569 | Metaphone.java | String metaphone(String txt) | 144
570 | Metaphone.java | String metaphone(String txt) | 144
571 | Metaphone.java | String metaphone(String txt) | 144
572 | Metaphone.java | String metaphone(String txt) | 144
573 | Metaphone.java | String metaphone(String txt) | 144
574 | Metaphone.java | String metaphone(String txt) | 144
575 | Metaphone.java | String metaphone(String txt) | 144
576 | Metaphone.java | String metaphone(String txt) | 144
577 | Metaphone.java | String metaphone(String txt) | 144
578 | Metaphone.java | String metaphone(String txt) | 144
579 | Metaphone.java | String metaphone(String txt) | 144
580 | Metaphone.java | String metaphone(String txt) | 144
581 | Metaphone.java | String metaphone(String txt) | 144
582 | Metaphone.java | String metaphone(String txt) | 144
583 | Metaphone.java | String metaphone(String txt) | 144
584 | Metaphone.java | String metaphone(String txt) | 144
585 | Metaphone.java | String metaphone(String txt) | 144
586 | Metaphone.java | String metaphone(String txt) | 144
587 | Metaphone.java | String metaphone(String txt) | 144
588 | Metaphone.java | String metaphone(String txt) | 144
589 | Metaphone.java | String metaphone(String txt) | 144
590 | Metaphone.java | String metaphone(String txt) | 144
591 | Metaphone.java | String metaphone(String txt) | 144
592 | Metaphone.java | String metaphone(String txt) | 144
593 | Metaphone.java | String metaphone(String txt) | 144
594 | Metaphone.java | String metaphone(String txt) | 145
595 | Metaphone.java | String metaphone(String txt) | 145
596 | Metaphone.java | String metaphone(String txt) | 145
597 | Metaphone.java | String metaphone(String txt) | 145
598 | Metaphone.java | String metaphone(String txt) | 145
599 | Metaphone.java | String metaphone(String txt) | 145
600 | Metaphone.java | String metaphone(String txt) | 145
601 | Metaphone.java | String metaphone(String txt) | 145
602 | Metaphone.java | String metaphone(String txt) | 145
603 | Metaphone.java | String metaphone(String txt) | 145
604 | Metaphone.java | String metaphone(String txt) | 145
605 | Metaphone.java | String metaphone(String txt) | 146
606 | Metaphone.java | String metaphone(String txt) | 146
607 | Metaphone.java | String metaphone(String txt) | 146
608 | Metaphone.java | String metaphone(String txt) | 146
609 | Metaphone.java | String metaphone(String txt) | 146
610 | Metaphone.java | String metaphone(String txt) | 146
611 | Metaphone.java | String metaphone(String txt) | 146
612 | Metaphone.java | String metaphone(String txt) | 146
613 | Metaphone.java | String metaphone(String txt) | 146
614 | Metaphone.java | String metaphone(String txt) | 146
615 | Metaphone.java | String metaphone(String txt) | 146
616 | Metaphone.java | String metaphone(String txt) | 146
617 | Metaphone.java | String metaphone(String txt) | 149
618 | Metaphone.java | String metaphone(String txt) | 149
619 | Metaphone.java | String metaphone(String txt) | 149
620 | Metaphone.java | String metaphone(String txt) | 149
621 | Metaphone.java | String metaphone(String txt) | 149
622 | Metaphone.java | String metaphone(String txt) | 150
623 | Metaphone.java | String metaphone(String txt) | 150
624 | Metaphone.java | String metaphone(String txt) | 150
625 | Metaphone.java | String metaphone(String txt) | 150
626 | Metaphone.java | String metaphone(String txt) | 150
627 | Metaphone.java | String metaphone(String txt) | 150
628 | Metaphone.java | String metaphone(String txt) | 150
629 | Metaphone.java | String metaphone(String txt) | 150
630 | Metaphone.java | String metaphone(String txt) | 150
631 | Metaphone.java | String metaphone(String txt) | 150
632 | Metaphone.java | String metaphone(String txt) | 150
633 | Metaphone.java | String metaphone(String txt) | 150
634 | Metaphone.java | String metaphone(String txt) | 150
635 | Metaphone.java | String metaphone(String txt) | 150
636 | Metaphone.java | String metaphone(String txt) | 150
637 | Metaphone.java | String metaphone(String txt) | 150
638 | Metaphone.java | String metaphone(String txt) | 150
639 | Metaphone.java | String metaphone(String txt) | 150
640 | Metaphone.java | String metaphone(String txt) | 150
641 | Metaphone.java | String metaphone(String txt) | 150
642 | Metaphone.java | String metaphone(String txt) | 150
643 | Metaphone.java | String metaphone(String txt) | 151
644 | Metaphone.java | String metaphone(String txt) | 151
645 | Metaphone.java | String metaphone(String txt) | 151
646 | Metaphone.java | String metaphone(String txt) | 151
647 | Metaphone.java | String metaphone(String txt) | 151
648 | Metaphone.java | String metaphone(String txt) | 151
649 | Metaphone.java | String metaphone(String txt) | 151
650 | Metaphone.java | String metaphone(String txt) | 151
651 | Metaphone.java | String metaphone(String txt) | 151
652 | Metaphone.java | String metaphone(String txt) | 151
653 | Metaphone.java | String metaphone(String txt) | 151
654 | Metaphone.java | String metaphone(String txt) | 151
655 | Metaphone.java | String metaphone(String txt) | 151
656 | Metaphone.java | String metaphone(String txt) | 151
657 | Metaphone.java | String metaphone(String txt) | 154
658 | Metaphone.java | String metaphone(String txt) | 154
659 | Metaphone.java | String metaphone(String txt) | 154
660 | Metaphone.java | String metaphone(String txt) | 154
661 | Metaphone.java | String metaphone(String txt) | 154
662 | Metaphone.java | String metaphone(String txt) | 154
663 | Metaphone.java | String metaphone(String txt) | 154
664 | Metaphone.java | String metaphone(String txt) | 154
665 | Metaphone.java | String metaphone(String txt) | 154
666 | Metaphone.java | String metaphone(String txt) | 154
667 | Metaphone.java | String metaphone(String txt) | 154
668 | Metaphone.java | String metaphone(String txt) | 154
669 | Metaphone.java | String metaphone(String txt) | 156
670 | Metaphone.java | String metaphone(String txt) | 156
671 | Metaphone.java | String metaphone(String txt) | 156
672 | Metaphone.java | String metaphone(String txt) | 156
673 | Metaphone.java | String metaphone(String txt) | 156
674 | Metaphone.java | String metaphone(String txt) | 159
675 | Metaphone.java | String metaphone(String txt) | 159
676 | Metaphone.java | String metaphone(String txt) | 159
677 | Metaphone.java | String metaphone(String txt) | 158
678 | Metaphone.java | String metaphone(String txt) | 158
679 | Metaphone.java | String metaphone(String txt) | 158
680 | Metaphone.java | String metaphone(String txt) | 158
681 | Metaphone.java | String metaphone(String txt) | 158
682 | Metaphone.java | String metaphone(String txt) | 158
683 | Metaphone.java | String metaphone(String txt) | 158
684 | Metaphone.java | String metaphone(String txt) | 158
685 | Metaphone.java | String metaphone(String txt) | 158
686 | Metaphone.java | String metaphone(String txt) | 158
687 | Metaphone.java | String metaphone(String txt) | 158
688 | Metaphone.java | String metaphone(String txt) | 158
689 | Metaphone.java | String metaphone(String txt) | 158
690 | Metaphone.java | String metaphone(String txt) | 158
691 | Metaphone.java | String metaphone(String txt) | 158
692 | Metaphone.java | String metaphone(String txt) | 158
693 | Metaphone.java | String metaphone(String txt) | 158
694 | Metaphone.java | String metaphone(String txt) | 158
695 | Metaphone.java | String metaphone(String txt) | 158
696 | Metaphone.java | String metaphone(String txt) | 158
697 | Metaphone.java | String metaphone(String txt) | 159
698 | Metaphone.java | String metaphone(String txt) | 159
699 | Metaphone.java | String metaphone(String txt) | 159
700 | Metaphone.java | String metaphone(String txt) | 159
701 | Metaphone.java | String metaphone(String txt) | 159
702 | Metaphone.java | String metaphone(String txt) | 159
703 | Metaphone.java | String metaphone(String txt) | 159
704 | Metaphone.java | String metaphone(String txt) | 159
705 | Metaphone.java | String metaphone(String txt) | 159
706 | Metaphone.java | String metaphone(String txt) | 159
707 | Metaphone.java | String metaphone(String txt) | 159
708 | Metaphone.java | String metaphone(String txt) | 159
709 | Metaphone.java | String metaphone(String txt) | 159
710 | Metaphone.java | String metaphone(String txt) | 159
711 | Metaphone.java | String metaphone(String txt) | 159
712 | Metaphone.java | String metaphone(String txt) | 159
713 | Metaphone.java | String metaphone(String txt) | 159
714 | Metaphone.java | String metaphone(String txt) | 160
715 | Metaphone.java | String metaphone(String txt) | 160
716 | Metaphone.java | String metaphone(String txt) | 160
717 | Metaphone.java | String metaphone(String txt) | 160
718 | Metaphone.java | String metaphone(String txt) | 160
719 | Metaphone.java | String metaphone(String txt) | 160
720 | Metaphone.java | String metaphone(String txt) | 160
721 | Metaphone.java | String metaphone(String txt) | 160
722 | Metaphone.java | String metaphone(String txt) | 160
723 | Metaphone.java | String metaphone(String txt) | 160
724 | Metaphone.java | String metaphone(String txt) | 160
725 | Metaphone.java | String metaphone(String txt) | 160
726 | Metaphone.java | String metaphone(String txt) | 160
727 | Metaphone.java | String metaphone(String txt) | 160
728 | Metaphone.java | String metaphone(String txt) | 160
729 | Metaphone.java | String metaphone(String txt) | 160
730 | Metaphone.java | String metaphone(String txt) | 160
731 | Metaphone.java | String metaphone(String txt) | 160
732 | Metaphone.java | String metaphone(String txt) | 160
733 | Metaphone.java | String metaphone(String txt) | 160
734 | Metaphone.java | String metaphone(String txt) | 160
735 | Metaphone.java | String metaphone(String txt) | 160
736 | Metaphone.java | String metaphone(String txt) | 160
737 | Metaphone.java | String metaphone(String txt) | 160
738 | Metaphone.java | String metaphone(String txt) | 160
739 | Metaphone.java | String metaphone(String txt) | 160
740 | Metaphone.java | String metaphone(String txt) | 160
741 | Metaphone.java | String metaphone(String txt) | 160
742 | Metaphone.java | String metaphone(String txt) | 160
743 | Metaphone.java | String metaphone(String txt) | 160
744 | Metaphone.java | String metaphone(String txt) | 160
745 | Metaphone.java | String metaphone(String txt) | 160
746 | Metaphone.java | String metaphone(String txt) | 160
747 | Metaphone.java | String metaphone(String txt) | 160
748 | Metaphone.java | String metaphone(String txt) | 160
749 | Metaphone.java | String metaphone(String txt) | 160
750 | Metaphone.java | String metaphone(String txt) | 160
751 | Metaphone.java | String metaphone(String txt) | 160
752 | Metaphone.java | String metaphone(String txt) | 160
753 | Metaphone.java | String metaphone(String txt) | 160
754 | Metaphone.java | String metaphone(String txt) | 160
755 | Metaphone.java | String metaphone(String txt) | 163
756 | Metaphone.java | String metaphone(String txt) | 163
757 | Metaphone.java | String metaphone(String txt) | 163
758 | Metaphone.java | String metaphone(String txt) | 163
759 | Metaphone.java | String metaphone(String txt) | 163
760 | Metaphone.java | String metaphone(String txt) | 163
761 | Metaphone.java | String metaphone(String txt) | 163
762 | Metaphone.java | String metaphone(String txt) | 163
763 | Metaphone.java | String metaphone(String txt) | 163
764 | Metaphone.java | String metaphone(String txt) | 163
765 | Metaphone.java | String metaphone(String txt) | 163
766 | Metaphone.java | String metaphone(String txt) | 163
767 | Metaphone.java | String metaphone(String txt) | 163
768 | Metaphone.java | String metaphone(String txt) | 163
769 | Metaphone.java | String metaphone(String txt) | 163
770 | Metaphone.java | String metaphone(String txt) | 163
771 | Metaphone.java | String metaphone(String txt) | 163
772 | Metaphone.java | String metaphone(String txt) | 164
773 | Metaphone.java | String metaphone(String txt) | 164
774 | Metaphone.java | String metaphone(String txt) | 164
775 | Metaphone.java | String metaphone(String txt) | 164
776 | Metaphone.java | String metaphone(String txt) | 164
777 | Metaphone.java | String metaphone(String txt) | 164
778 | Metaphone.java | String metaphone(String txt) | 164
779 | Metaphone.java | String metaphone(String txt) | 164
780 | Metaphone.java | String metaphone(String txt) | 164
781 | Metaphone.java | String metaphone(String txt) | 164
782 | Metaphone.java | String metaphone(String txt) | 164
783 | Metaphone.java | String metaphone(String txt) | 164
784 | Metaphone.java | String metaphone(String txt) | 164
785 | Metaphone.java | String metaphone(String txt) | 167
786 | Metaphone.java | String metaphone(String txt) | 167
787 | Metaphone.java | String metaphone(String txt) | 167
788 | Metaphone.java | String metaphone(String txt) | 167
789 | Metaphone.java | String metaphone(String txt) | 167
790 | Metaphone.java | String metaphone(String txt) | 167
791 | Metaphone.java | String metaphone(String txt) | 167
792 | Metaphone.java | String metaphone(String txt) | 167
793 | Metaphone.java | String metaphone(String txt) | 167
794 | Metaphone.java | String metaphone(String txt) | 167
795 | Metaphone.java | String metaphone(String txt) | 167
796 | Metaphone.java | String metaphone(String txt) | 167
797 | Metaphone.java | String metaphone(String txt) | 167
798 | Metaphone.java | String metaphone(String txt) | 167
799 | Metaphone.java | String metaphone(String txt) | 167
800 | Metaphone.java | String metaphone(String txt) | 167
801 | Metaphone.java | String metaphone(String txt) | 167
802 | Metaphone.java | String metaphone(String txt) | 167
803 | Metaphone.java | String metaphone(String txt) | 167
804 | Metaphone.java | String metaphone(String txt) | 168
805 | Metaphone.java | String metaphone(String txt) | 168
806 | Metaphone.java | String metaphone(String txt) | 168
807 | Metaphone.java | String metaphone(String txt) | 168
808 | Metaphone.java | String metaphone(String txt) | 168
809 | Metaphone.java | String metaphone(String txt) | 168
810 | Metaphone.java | String metaphone(String txt) | 168
811 | Metaphone.java | String metaphone(String txt) | 168
812 | Metaphone.java | String metaphone(String txt) | 168
813 | Metaphone.java | String metaphone(String txt) | 168
814 | Metaphone.java | String metaphone(String txt) | 168
815 | Metaphone.java | String metaphone(String txt) | 168
816 | Metaphone.java | String metaphone(String txt) | 168
817 | Metaphone.java | String metaphone(String txt) | 168
818 | Metaphone.java | String metaphone(String txt) | 168
819 | Metaphone.java | String metaphone(String txt) | 168
820 | Metaphone.java | String metaphone(String txt) | 168
821 | Metaphone.java | String metaphone(String txt) | 168
822 | Metaphone.java | String metaphone(String txt) | 168
823 | Metaphone.java | String metaphone(String txt) | 168
824 | Metaphone.java | String metaphone(String txt) | 168
825 | Metaphone.java | String metaphone(String txt) | 168
826 | Metaphone.java | String metaphone(String txt) | 168
827 | Metaphone.java | String metaphone(String txt) | 168
828 | Metaphone.java | String metaphone(String txt) | 168
829 | Metaphone.java | String metaphone(String txt) | 168
830 | Metaphone.java | String metaphone(String txt) | 168
831 | Metaphone.java | String metaphone(String txt) | 168
832 | Metaphone.java | String metaphone(String txt) | 168
833 | Metaphone.java | String metaphone(String txt) | 168
834 | Metaphone.java | String metaphone(String txt) | 168
835 | Metaphone.java | String metaphone(String txt) | 168
836 | Metaphone.java | String metaphone(String txt) | 168
837 | Metaphone.java | String metaphone(String txt) | 168
838 | Metaphone.java | String metaphone(String txt) | 168
839 | Metaphone.java | String metaphone(String txt) | 168
840 | Metaphone.java | String metaphone(String txt) | 168
841 | Metaphone.java | String metaphone(String txt) | 168
842 | Metaphone.java | String metaphone(String txt) | 168
843 | Metaphone.java | String metaphone(String txt) | 168
844 | Metaphone.java | String metaphone(String txt) | 168
845 | Metaphone.java | String metaphone(String txt) | 168
846 | Metaphone.java | String metaphone(String txt) | 168
847 | Metaphone.java | String metaphone(String txt) | 169
848 | Metaphone.java | String metaphone(String txt) | 169
849 | Metaphone.java | String metaphone(String txt) | 169
850 | Metaphone.java | String metaphone(String txt) | 169
851 | Metaphone.java | String metaphone(String txt) | 169
852 | Metaphone.java | String metaphone(String txt) | 169
853 | Metaphone.java | String metaphone(String txt) | 169
854 | Metaphone.java | String metaphone(String txt) | 169
855 | Metaphone.java | String metaphone(String txt) | 169
856 | Metaphone.java | String metaphone(String txt) | 169
857 | Metaphone.java | String metaphone(String txt) | 169
858 | Metaphone.java | String metaphone(String txt) | 169
859 | Metaphone.java | String metaphone(String txt) | 172
860 | Metaphone.java | String metaphone(String txt) | 172
861 | Metaphone.java | String metaphone(String txt) | 172
862 | Metaphone.java | String metaphone(String txt) | 172
863 | Metaphone.java | String metaphone(String txt) | 172
864 | Metaphone.java | String metaphone(String txt) | 172
865 | Metaphone.java | String metaphone(String txt) | 172
866 | Metaphone.java | String metaphone(String txt) | 172
867 | Metaphone.java | String metaphone(String txt) | 172
868 | Metaphone.java | String metaphone(String txt) | 172
869 | Metaphone.java | String metaphone(String txt) | 172
870 | Metaphone.java | String metaphone(String txt) | 172
871 | Metaphone.java | String metaphone(String txt) | 172
872 | Metaphone.java | String metaphone(String txt) | 172
873 | Metaphone.java | String metaphone(String txt) | 172
874 | Metaphone.java | String metaphone(String txt) | 172
875 | Metaphone.java | String metaphone(String txt) | 172
876 | Metaphone.java | String metaphone(String txt) | 172
877 | Metaphone.java | String metaphone(String txt) | 172
878 | Metaphone.java | String metaphone(String txt) | 172
879 | Metaphone.java | String metaphone(String txt) | 172
880 | Metaphone.java | String metaphone(String txt) | 173
881 | Metaphone.java | String metaphone(String txt) | 173
882 | Metaphone.java | String metaphone(String txt) | 173
883 | Metaphone.java | String metaphone(String txt) | 173
884 | Metaphone.java | String metaphone(String txt) | 173
885 | Metaphone.java | String metaphone(String txt) | 173
886 | Metaphone.java | String metaphone(String txt) | 173
887 | Metaphone.java | String metaphone(String txt) | 173
888 | Metaphone.java | String metaphone(String txt) | 173
889 | Metaphone.java | String metaphone(String txt) | 173
890 | Metaphone.java | String metaphone(String txt) | 173
891 | Metaphone.java | String metaphone(String txt) | 173
892 | Metaphone.java | String metaphone(String txt) | 173
893 | Metaphone.java | String metaphone(String txt) | 173
894 | Metaphone.java | String metaphone(String txt) | 173
895 | Metaphone.java | String metaphone(String txt) | 173
896 | Metaphone.java | String metaphone(String txt) | 173
897 | Metaphone.java | String metaphone(String txt) | 174
898 | Metaphone.java | String metaphone(String txt) | 174
899 | Metaphone.java | String metaphone(String txt) | 174
900 | Metaphone.java | String metaphone(String txt) | 174
901 | Metaphone.java | String metaphone(String txt) | 174
902 | Metaphone.java | String metaphone(String txt) | 174
903 | Metaphone.java | String metaphone(String txt) | 174
904 | Metaphone.java | String metaphone(String txt) | 174
905 | Metaphone.java | String metaphone(String txt) | 174
906 | Metaphone.java | String metaphone(String txt) | 174
907 | Metaphone.java | String metaphone(String txt) | 174
908 | Metaphone.java | String metaphone(String txt) | 174
909 | Metaphone.java | String metaphone(String txt) | 177
910 | Metaphone.java | String metaphone(String txt) | 177
911 | Metaphone.java | String metaphone(String txt) | 177
912 | Metaphone.java | String metaphone(String txt) | 177
913 | Metaphone.java | String metaphone(String txt) | 177
914 | Metaphone.java | String metaphone(String txt) | 177
915 | Metaphone.java | String metaphone(String txt) | 177
916 | Metaphone.java | String metaphone(String txt) | 177
917 | Metaphone.java | String metaphone(String txt) | 177
918 | Metaphone.java | String metaphone(String txt) | 177
919 | Metaphone.java | String metaphone(String txt) | 177
920 | Metaphone.java | String metaphone(String txt) | 177
921 | Metaphone.java | String metaphone(String txt) | 177
922 | Metaphone.java | String metaphone(String txt) | 177
923 | Metaphone.java | String metaphone(String txt) | 177
924 | Metaphone.java | String metaphone(String txt) | 177
925 | Metaphone.java | String metaphone(String txt) | 177
926 | Metaphone.java | String metaphone(String txt) | 177
927 | Metaphone.java | String metaphone(String txt) | 179
928 | Metaphone.java | String metaphone(String txt) | 179
929 | Metaphone.java | String metaphone(String txt) | 179
930 | Metaphone.java | String metaphone(String txt) | 178
931 | Metaphone.java | String metaphone(String txt) | 178
932 | Metaphone.java | String metaphone(String txt) | 178
933 | Metaphone.java | String metaphone(String txt) | 178
934 | Metaphone.java | String metaphone(String txt) | 178
935 | Metaphone.java | String metaphone(String txt) | 178
936 | Metaphone.java | String metaphone(String txt) | 178
937 | Metaphone.java | String metaphone(String txt) | 178
938 | Metaphone.java | String metaphone(String txt) | 178
939 | Metaphone.java | String metaphone(String txt) | 178
940 | Metaphone.java | String metaphone(String txt) | 178
941 | Metaphone.java | String metaphone(String txt) | 178
942 | Metaphone.java | String metaphone(String txt) | 178
943 | Metaphone.java | String metaphone(String txt) | 178
944 | Metaphone.java | String metaphone(String txt) | 179
945 | Metaphone.java | String metaphone(String txt) | 179
946 | Metaphone.java | String metaphone(String txt) | 179
947 | Metaphone.java | String metaphone(String txt) | 179
948 | Metaphone.java | String metaphone(String txt) | 179
949 | Metaphone.java | String metaphone(String txt) | 179
950 | Metaphone.java | String metaphone(String txt) | 179
951 | Metaphone.java | String metaphone(String txt) | 179
952 | Metaphone.java | String metaphone(String txt) | 179
953 | Metaphone.java | String metaphone(String txt) | 179
954 | Metaphone.java | String metaphone(String txt) | 179
955 | Metaphone.java | String metaphone(String txt) | 179
956 | Metaphone.java | String metaphone(String txt) | 179
957 | Metaphone.java | String metaphone(String txt) | 179
958 | Metaphone.java | String metaphone(String txt) | 180
959 | Metaphone.java | String metaphone(String txt) | 180
960 | Metaphone.java | String metaphone(String txt) | 180
961 | Metaphone.java | String metaphone(String txt) | 180
962 | Metaphone.java | String metaphone(String txt) | 180
963 | Metaphone.java | String metaphone(String txt) | 180
964 | Metaphone.java | String metaphone(String txt) | 180
965 | Metaphone.java | String metaphone(String txt) | 180
966 | Metaphone.java | String metaphone(String txt) | 180
967 | Metaphone.java | String metaphone(String txt) | 180
968 | Metaphone.java | String metaphone(String txt) | 180
969 | Metaphone.java | String metaphone(String txt) | 180
970 | Metaphone.java | String metaphone(String txt) | 180
971 | Metaphone.java | String metaphone(String txt) | 180
972 | Metaphone.java | String metaphone(String txt) | 181
973 | Metaphone.java | String metaphone(String txt) | 181
974 | Metaphone.java | String metaphone(String txt) | 181
975 | Metaphone.java | String metaphone(String txt) | 181
976 | Metaphone.java | String metaphone(String txt) | 181
977 | Metaphone.java | String metaphone(String txt) | 181
978 | Metaphone.java | String metaphone(String txt) | 181
979 | Metaphone.java | String metaphone(String txt) | 181
980 | Metaphone.java | String metaphone(String txt) | 181
981 | Metaphone.java | String metaphone(String txt) | 181
982 | Metaphone.java | String metaphone(String txt) | 181
983 | Metaphone.java | String metaphone(String txt) | 181
984 | Metaphone.java | String metaphone(String txt) | 183
985 | Metaphone.java | String metaphone(String txt) | 183
986 | Metaphone.java | String metaphone(String txt) | 183
987 | Metaphone.java | String metaphone(String txt) | 183
988 | Metaphone.java | String metaphone(String txt) | 183
989 | Metaphone.java | String metaphone(String txt) | 183
990 | Metaphone.java | String metaphone(String txt) | 183
991 | Metaphone.java | String metaphone(String txt) | 183
992 | Metaphone.java | String metaphone(String txt) | 183
993 | Metaphone.java | String metaphone(String txt) | 183
994 | Metaphone.java | String metaphone(String txt) | 183
995 | Metaphone.java | String metaphone(String txt) | 183
996 | Metaphone.java | String metaphone(String txt) | 186
997 | Metaphone.java | String metaphone(String txt) | 186
998 | Metaphone.java | String metaphone(String txt) | 186
999 | Metaphone.java | String metaphone(String txt) | 186
1000 | Metaphone.java | String metaphone(String txt) | 186
1001 | Metaphone.java | String metaphone(String txt) | 186
1002 | Metaphone.java | String metaphone(String txt) | 186
1003 | Metaphone.java | String metaphone(String txt) | 186
1004 | Metaphone.java | String metaphone(String txt) | 186
1005 | Metaphone.java | String metaphone(String txt) | 186
1006 | Metaphone.java | String metaphone(String txt) | 186
1007 | Metaphone.java | String metaphone(String txt) | 186
1008 | Metaphone.java | String metaphone(String txt) | 189
1009 | Metaphone.java | String metaphone(String txt) | 189
1010 | Metaphone.java | String metaphone(String txt) | 189
1011 | Metaphone.java | String metaphone(String txt) | 189
1012 | Metaphone.java | String metaphone(String txt) | 189
1013 | Metaphone.java | String metaphone(String txt) | 191
1014 | Metaphone.java | String metaphone(String txt) | 191
1015 | Metaphone.java | String metaphone(String txt) | 191
1016 | Metaphone.java | String metaphone(String txt) | 190
1017 | Metaphone.java | String metaphone(String txt) | 190
1018 | Metaphone.java | String metaphone(String txt) | 190
1019 | Metaphone.java | String metaphone(String txt) | 190
1020 | Metaphone.java | String metaphone(String txt) | 190
1021 | Metaphone.java | String metaphone(String txt) | 190
1022 | Metaphone.java | String metaphone(String txt) | 190
1023 | Metaphone.java | String metaphone(String txt) | 190
1024 | Metaphone.java | String metaphone(String txt) | 190
1025 | Metaphone.java | String metaphone(String txt) | 190
1026 | Metaphone.java | String metaphone(String txt) | 190
1027 | Metaphone.java | String metaphone(String txt) | 190
1028 | Metaphone.java | String metaphone(String txt) | 190
1029 | Metaphone.java | String metaphone(String txt) | 190
1030 | Metaphone.java | String metaphone(String txt) | 190
1031 | Metaphone.java | String metaphone(String txt) | 190
1032 | Metaphone.java | String metaphone(String txt) | 190
1033 | Metaphone.java | String metaphone(String txt) | 190
1034 | Metaphone.java | String metaphone(String txt) | 190
1035 | Metaphone.java | String metaphone(String txt) | 190
1036 | Metaphone.java | String metaphone(String txt) | 190
1037 | Metaphone.java | String metaphone(String txt) | 190
1038 | Metaphone.java | String metaphone(String txt) | 190
1039 | Metaphone.java | String metaphone(String txt) | 190
1040 | Metaphone.java | String metaphone(String txt) | 190
1041 | Metaphone.java | String metaphone(String txt) | 190
1042 | Metaphone.java | String metaphone(String txt) | 190
1043 | Metaphone.java | String metaphone(String txt) | 191
1044 | Metaphone.java | String metaphone(String txt) | 191
1045 | Metaphone.java | String metaphone(String txt) | 191
1046 | Metaphone.java | String metaphone(String txt) | 191
1047 | Metaphone.java | String metaphone(String txt) | 191
1048 | Metaphone.java | String metaphone(String txt) | 191
1049 | Metaphone.java | String metaphone(String txt) | 191
1050 | Metaphone.java | String metaphone(String txt) | 191
1051 | Metaphone.java | String metaphone(String txt) | 191
1052 | Metaphone.java | String metaphone(String txt) | 191
1053 | Metaphone.java | String metaphone(String txt) | 191
1054 | Metaphone.java | String metaphone(String txt) | 191
1055 | Metaphone.java | String metaphone(String txt) | 191
1056 | Metaphone.java | String metaphone(String txt) | 191
1057 | Metaphone.java | String metaphone(String txt) | 191
1058 | Metaphone.java | String metaphone(String txt) | 191
1059 | Metaphone.java | String metaphone(String txt) | 191
1060 | Metaphone.java | String metaphone(String txt) | 191
1061 | Metaphone.java | String metaphone(String txt) | 192
1062 | Metaphone.java | String metaphone(String txt) | 192
1063 | Metaphone.java | String metaphone(String txt) | 192
1064 | Metaphone.java | String metaphone(String txt) | 192
1065 | Metaphone.java | String metaphone(String txt) | 192
1066 | Metaphone.java | String metaphone(String txt) | 192
1067 | Metaphone.java | String metaphone(String txt) | 192
1068 | Metaphone.java | String metaphone(String txt) | 192
1069 | Metaphone.java | String metaphone(String txt) | 192
1070 | Metaphone.java | String metaphone(String txt) | 192
1071 | Metaphone.java | String metaphone(String txt) | 192
1072 | Metaphone.java | String metaphone(String txt) | 192
1073 | Metaphone.java | String metaphone(String txt) | 192
1074 | Metaphone.java | String metaphone(String txt) | 192
1075 | Metaphone.java | String metaphone(String txt) | 192
1076 | Metaphone.java | String metaphone(String txt) | 192
1077 | Metaphone.java | String metaphone(String txt) | 192
1078 | Metaphone.java | String metaphone(String txt) | 192
1079 | Metaphone.java | String metaphone(String txt) | 192
1080 | Metaphone.java | String metaphone(String txt) | 192
1081 | Metaphone.java | String metaphone(String txt) | 192
1082 | Metaphone.java | String metaphone(String txt) | 192
1083 | Metaphone.java | String metaphone(String txt) | 192
1084 | Metaphone.java | String metaphone(String txt) | 192
1085 | Metaphone.java | String metaphone(String txt) | 192
1086 | Metaphone.java | String metaphone(String txt) | 192
1087 | Metaphone.java | String metaphone(String txt) | 192
1088 | Metaphone.java | String metaphone(String txt) | 192
1089 | Metaphone.java | String metaphone(String txt) | 192
1090 | Metaphone.java | String metaphone(String txt) | 192
1091 | Metaphone.java | String metaphone(String txt) | 192
1092 | Metaphone.java | String metaphone(String txt) | 192
1093 | Metaphone.java | String metaphone(String txt) | 192
1094 | Metaphone.java | String metaphone(String txt) | 192
1095 | Metaphone.java | String metaphone(String txt) | 192
1096 | Metaphone.java | String metaphone(String txt) | 192
1097 | Metaphone.java | String metaphone(String txt) | 192
1098 | Metaphone.java | String metaphone(String txt) | 192
1099 | Metaphone.java | String metaphone(String txt) | 192
1100 | Metaphone.java | String metaphone(String txt) | 192
1101 | Metaphone.java | String metaphone(String txt) | 192
1102 | Metaphone.java | String metaphone(String txt) | 192
1103 | Metaphone.java | String metaphone(String txt) | 193
1104 | Metaphone.java | String metaphone(String txt) | 193
1105 | Metaphone.java | String metaphone(String txt) | 193
1106 | Metaphone.java | String metaphone(String txt) | 193
1107 | Metaphone.java | String metaphone(String txt) | 193
1108 | Metaphone.java | String metaphone(String txt) | 193
1109 | Metaphone.java | String metaphone(String txt) | 193
1110 | Metaphone.java | String metaphone(String txt) | 193
1111 | Metaphone.java | String metaphone(String txt) | 193
1112 | Metaphone.java | String metaphone(String txt) | 193
